rank,txn_id,risk_score,primary_driver,driver_contribution,amount,outcome,actual_typology
7284,9337302,0.9302,beneficiary payment count (7d),1.997,14687.28,False positive,Normal_Mutual
7285,7487617,0.9302,sender velocity (30d),1.124,21154.27,False positive,Normal_Plus_Mutual
7286,7522412,0.9302,sender velocity (30d),1.486,5843.39,False positive,Normal_Fan_Out
7287,8921591,0.9301,sender velocity (30d),1.612,15618.53,False positive,Normal_Plus_Mutual
7288,8963128,0.9301,sender velocity (30d),1.676,26416.11,False positive,Normal_Plus_Mutual
7289,9162604,0.9301,sender fan-out (30d),1.804,10696.3,False positive,Normal_Small_Fan_Out
7290,7477708,0.9301,beneficiary payment count (7d),1.597,14090.93,False positive,Normal_Plus_Mutual
7291,7692765,0.9301,beneficiary payment count (7d),1.605,16690.61,False positive,Normal_Mutual
7292,9315382,0.9301,beneficiary payment count (7d),2.025,679.21,False positive,Normal_Group
7293,7749026,0.9301,sender velocity (30d),1.704,7680.58,False positive,Normal_Plus_Mutual
7294,9208659,0.9301,sender velocity (30d),1.272,6872.56,False positive,Normal_Foward
7295,8991062,0.9301,sender fan-out (30d),1.382,260032.47,False positive,Normal_single_large
7296,7848229,0.9301,sender velocity (30d),1.699,5333.16,False positive,Normal_Plus_Mutual
7297,8112684,0.9301,sender velocity (30d),1.613,5393.49,False positive,Normal_Plus_Mutual
7298,7477309,0.9301,beneficiary payment count (7d),1.836,9774.55,False positive,Normal_Plus_Mutual
7299,8525049,0.93,sender velocity (30d),1.516,11790.51,False positive,Normal_Plus_Mutual
7300,9498905,0.93,sender velocity (30d),1.623,7847.97,False positive,Normal_Plus_Mutual
7301,8446894,0.93,sender velocity (30d),1.433,34566.91,False positive,Normal_Plus_Mutual
7302,7431931,0.93,sender velocity (30d),1.316,5135.14,False positive,Normal_Mutual
7303,7360974,0.93,sender velocity (30d),1.824,11940.83,False positive,Normal_Mutual
7304,7377302,0.93,sender velocity (30d),1.206,4699.61,False positive,Normal_Plus_Mutual
7305,7274968,0.93,sender velocity (30d),1.291,4267.65,False positive,Normal_Plus_Mutual
7306,8873191,0.93,sender velocity (30d),1.288,4276.23,False positive,Normal_Plus_Mutual
7307,7375020,0.93,sender velocity (30d),1.359,10285.23,False positive,Normal_Plus_Mutual
7308,8640253,0.93,sender velocity (30d),1.413,565103.26,False positive,Normal_single_large
7309,7902930,0.93,beneficiary payment count (7d),1.656,11235.99,False positive,Normal_Plus_Mutual
7310,7659991,0.9299,sender velocity (30d),1.791,6868.27,False positive,Normal_Plus_Mutual
7311,7563146,0.9299,beneficiary payment count (7d),1.231,27955.29,False positive,Normal_Mutual
7312,7884930,0.9299,beneficiary payment count (7d),1.353,12751.96,False positive,Normal_Periodical
7313,8918250,0.9299,beneficiary payment count (7d),1.658,11216.81,False positive,Normal_Plus_Mutual
7314,7535336,0.9299,sender velocity (30d),1.782,4957.22,False positive,Normal_Plus_Mutual
7315,8055719,0.9299,sender velocity (30d),1.782,4822.99,False positive,Normal_Plus_Mutual
7316,9464576,0.9299,sender velocity (30d),1.536,29840.21,False positive,Normal_Mutual
7317,7344657,0.9299,sender velocity (30d),1.814,4924.7,False positive,Normal_Plus_Mutual
7318,9347298,0.9299,sender velocity (30d),1.63,12008.37,False positive,Normal_Plus_Mutual
7319,8904365,0.9298,sender velocity (30d),1.563,25704.84,False positive,Normal_Plus_Mutual
7320,7722020,0.9298,sender velocity (30d),1.531,16373.52,False positive,Normal_Plus_Mutual
7321,9115865,0.9298,beneficiary payment count (7d),2.029,7549.84,False positive,Normal_Fan_Out
7322,8779801,0.9298,beneficiary payment count (7d),1.746,6162.15,False positive,Normal_Plus_Mutual
7323,9296408,0.9298,sender fan-out (30d),2.063,28600.43,False positive,Normal_Small_Fan_Out
7324,7342891,0.9298,sender fan-out (30d),2.069,410304.76,False positive,Normal_Plus_Mutual
7325,8257010,0.9298,sender velocity (30d),1.671,21508.0,False positive,Normal_Plus_Mutual
7326,7568725,0.9298,sender fan-out (30d),1.376,707899.1,False positive,Normal_single_large
7327,8665656,0.9297,sender fan-out (30d),1.857,6278.7,False positive,Normal_Small_Fan_Out
7328,7307678,0.9297,sender velocity (30d),1.763,7662.34,False positive,Normal_Mutual
7329,8907683,0.9297,sender velocity (30d),1.424,3314.5,False positive,Normal_Plus_Mutual
7330,9123107,0.9297,sender fan-out (30d),1.931,61511.26,False positive,Normal_Mutual
7331,7454431,0.9297,sender velocity (30d),1.436,152509.75,False positive,Normal_Plus_Mutual
7332,7808898,0.9297,sender velocity (30d),1.432,188148.57,False positive,Normal_single_large
7333,8993587,0.9297,sender velocity (30d),1.638,12126.02,False positive,Normal_Plus_Mutual
7334,8373596,0.9297,sender velocity (30d),1.225,4453.16,False positive,Normal_Foward
7335,8957300,0.9297,beneficiary payment count (7d),1.973,2767.53,False positive,Normal_Group
7336,8047213,0.9297,sender velocity (30d),1.743,8178.34,False positive,Normal_Plus_Mutual
7337,8612354,0.9297,sender velocity (30d),1.702,25380.28,False positive,Normal_Mutual
7338,8954449,0.9296,sender velocity (30d),1.268,3760.21,False positive,Normal_Plus_Mutual
7339,7655742,0.9296,beneficiary payment count (7d),1.467,4052.82,False positive,Normal_Plus_Mutual
7340,8190016,0.9296,beneficiary payment count (7d),1.785,11589.63,False positive,Normal_Plus_Mutual
7341,7759523,0.9296,sender velocity (30d),1.767,7616.59,False positive,Normal_Plus_Mutual
7342,8928319,0.9295,sender velocity (30d),1.631,4156.23,False positive,Normal_Plus_Mutual
7343,9256471,0.9295,sender velocity (30d),1.632,4801.26,False positive,Normal_Mutual
7344,7522449,0.9295,sender fan-out (30d),2.489,6047.63,False positive,Normal_Fan_Out
7345,9433651,0.9295,beneficiary payment count (7d),1.672,6370.57,False positive,Normal_Plus_Mutual
7346,9142115,0.9295,sender velocity (30d),1.617,4849.92,False positive,Normal_Plus_Mutual
7347,7173726,0.9295,sender velocity (30d),1.682,5245.1,False positive,Normal_Mutual
7348,9369952,0.9295,sender velocity (30d),1.737,8628.72,False positive,Normal_Plus_Mutual
7349,8108881,0.9295,sender velocity (30d),1.741,8567.93,False positive,Normal_Plus_Mutual
7350,8242141,0.9295,sender fan-out (30d),1.899,5945.49,True positive,Structuring
7351,8182681,0.9295,beneficiary payment count (7d),1.661,3035.93,False positive,Normal_Plus_Mutual
7352,8402198,0.9295,beneficiary payment count (7d),1.262,9308.87,False positive,Normal_Small_Fan_Out
7353,7617008,0.9295,beneficiary payment count (7d),2.007,13304.35,False positive,Normal_Mutual
7354,8925031,0.9294,sender velocity (30d),1.802,73091.54,False positive,Normal_Mutual
7355,9084115,0.9294,sender velocity (30d),1.29,5768.31,False positive,Normal_Fan_Out
7356,7746936,0.9294,beneficiary payment count (7d),2.008,7792.82,False positive,Normal_Group
7357,8369263,0.9294,sender velocity (30d),1.924,51944.64,False positive,Normal_Mutual
7358,9344026,0.9294,sender velocity (30d),1.587,7070.78,False positive,Normal_Plus_Mutual
7359,9037655,0.9294,beneficiary payment count (7d),1.811,6400.1,False positive,Normal_Plus_Mutual
7360,9485737,0.9294,sender fan-out (30d),2.039,813836.76,False positive,Normal_Plus_Mutual
7361,7391927,0.9294,sender velocity (30d),1.655,7541.81,False positive,Normal_Plus_Mutual
7362,9008731,0.9294,sender velocity (30d),1.696,67250.21,False positive,Normal_Plus_Mutual
7363,9406094,0.9293,sender velocity (30d),1.695,49789.61,False positive,Normal_Mutual
7364,7247737,0.9293,beneficiary payment count (7d),1.909,1417.72,False positive,Normal_Group
7365,7210568,0.9293,beneficiary payment count (7d),1.616,2767.28,False positive,Normal_Group
7366,9465879,0.9293,sender velocity (30d),1.629,11624.33,False positive,Normal_Plus_Mutual
7367,9451314,0.9293,sender velocity (30d),1.241,5180.61,False positive,Normal_Foward
7368,7068397,0.9293,sender velocity (30d),1.479,4015.66,False positive,Normal_Plus_Mutual
7369,8498657,0.9293,sender velocity (30d),1.657,10414.1,False positive,Normal_Plus_Mutual
7370,7937028,0.9293,sender velocity (30d),1.618,3431.81,False positive,Normal_Plus_Mutual
7371,9067063,0.9293,sender velocity (30d),1.356,9889.07,False positive,Normal_Plus_Mutual
7372,9276078,0.9293,sender velocity (30d),1.342,9004.53,False positive,Normal_Plus_Mutual
7373,8523471,0.9293,sender velocity (30d),1.343,8935.66,False positive,Normal_Plus_Mutual
7374,8627071,0.9293,sender velocity (30d),1.353,9641.63,False positive,Normal_Mutual
7375,9081933,0.9293,sender velocity (30d),1.518,7686.62,False positive,Normal_Plus_Mutual
7376,9466699,0.9293,sender velocity (30d),1.504,7573.67,False positive,Normal_Plus_Mutual
7377,9179364,0.9292,sender velocity (30d),1.259,33852.47,False positive,Normal_Mutual
7378,7854985,0.9292,"sub-7,000 density (30d)",0.906,1588.55,False positive,Normal_Cash_Deposits
7379,8361057,0.9292,sender velocity (30d),1.154,4096.52,False positive,Normal_Periodical
7380,7657410,0.9292,beneficiary payment count (7d),1.83,4580.41,False positive,Normal_Plus_Mutual
7381,8768289,0.9292,beneficiary payment count (7d),1.722,4472.07,False positive,Normal_Plus_Mutual
7382,7959514,0.9292,beneficiary payment count (7d),1.849,75447.27,False positive,Normal_Mutual
7383,7093265,0.9292,sender velocity (30d),1.732,6991.53,False positive,Normal_Plus_Mutual
7384,8443939,0.9292,sender velocity (30d),1.192,4838.28,False positive,Normal_Plus_Mutual
7385,8811598,0.9292,beneficiary payment count (7d),2.096,22475.56,False positive,Normal_Mutual
7386,7296272,0.9292,sender velocity (30d),1.737,9419.36,False positive,Normal_Group
7387,7066276,0.9291,sender fan-out (30d),0.925,5451.4,False positive,Normal_Cash_Deposits
7388,7202574,0.9291,beneficiary payment count (7d),1.638,2817.86,False positive,Normal_Plus_Mutual
7389,8048343,0.9291,sender fan-out (30d),2.64,48276.64,False positive,Normal_Mutual
7390,7550640,0.9291,sender fan-out (30d),2.689,16564.08,False positive,Normal_Mutual
7391,7487293,0.9291,beneficiary payment count (7d),1.66,17296.47,False positive,Normal_Mutual
7392,8670959,0.9291,sender velocity (30d),1.714,7755.65,False positive,Normal_Plus_Mutual
7393,9366520,0.9291,beneficiary payment count (7d),1.779,11566.42,False positive,Normal_Plus_Mutual
7394,8981227,0.9291,sender velocity (30d),1.354,9822.23,False positive,Normal_Mutual
7395,7164664,0.9291,beneficiary payment count (7d),1.753,6112.53,False positive,Normal_Plus_Mutual
7396,8817308,0.9291,beneficiary payment count (7d),1.895,3346.07,False positive,Normal_Group
7397,9494705,0.9291,sender velocity (30d),1.599,3257.54,False positive,Normal_Mutual
7398,8483224,0.9291,sender velocity (30d),1.15,16224.45,False positive,Normal_Plus_Mutual
7399,8115463,0.9291,sender velocity (30d),1.312,4990.69,False positive,Normal_Plus_Mutual
7400,9464808,0.9291,sender velocity (30d),1.309,4822.6,False positive,Normal_Plus_Mutual
7401,8880763,0.9291,sender velocity (30d),1.735,63766.58,False positive,Normal_Plus_Mutual
7402,7654979,0.929,sender velocity (30d),1.095,7771.87,False positive,Normal_Plus_Mutual
7403,7374824,0.929,beneficiary payment count (7d),1.23,1296.78,True positive,Smurfing
7404,9125535,0.929,sender velocity (30d),1.739,9903.3,False positive,Normal_Plus_Mutual
7405,7742768,0.929,sender velocity (30d),1.62,4905.5,False positive,Normal_Plus_Mutual
7406,7875403,0.929,beneficiary payment count (7d),1.953,7898.56,False positive,Normal_Plus_Mutual
7407,7949595,0.929,sender velocity (30d),1.654,6151.73,False positive,Normal_Fan_In
7408,7754703,0.929,sender velocity (30d),1.716,3491.33,False positive,Normal_Plus_Mutual
7409,8883474,0.929,sender velocity (30d),1.639,13653.4,False positive,Normal_Plus_Mutual
7410,9461269,0.929,beneficiary payment count (7d),1.464,9775.2,False positive,Normal_Plus_Mutual
7411,8863293,0.929,sender fan-out (30d),2.66,435457.54,False positive,Normal_single_large
7412,8297158,0.929,sender fan-out (30d),2.006,559878.16,False positive,Normal_single_large
7413,8520372,0.929,sender fan-out (30d),2.686,79522.25,False positive,Normal_Mutual
7414,8466964,0.9289,beneficiary payment count (7d),1.817,548.14,False positive,Normal_Group
7415,7627711,0.9289,sender velocity (30d),1.298,4671.9,False positive,Normal_Plus_Mutual
7416,8665697,0.9289,beneficiary payment count (7d),1.598,6799.21,False positive,Normal_Plus_Mutual
7417,8719050,0.9289,"sub-7,000 density (30d)",1.182,181355.21,False positive,Normal_single_large
7418,7241633,0.9289,beneficiary payment count (7d),2.353,3111.36,False positive,Normal_Group
7419,8445313,0.9289,sender velocity (30d),1.578,14939.94,False positive,Normal_Plus_Mutual
7420,8363158,0.9289,beneficiary distinct senders (30d),1.695,68069.08,False positive,Normal_Mutual
7421,7667591,0.9289,sender fan-out (30d),2.411,15203.32,False positive,Normal_Mutual
7422,8079504,0.9289,sender velocity (30d),1.715,8491.34,False positive,Normal_Plus_Mutual
7423,7526690,0.9288,sender velocity (30d),1.176,5847.65,False positive,Normal_Plus_Mutual
7424,9145853,0.9288,sender velocity (30d),1.836,7093.54,False positive,Normal_Group
7425,8974771,0.9288,sender velocity (30d),1.676,2144.97,False positive,Normal_Plus_Mutual
7426,8118020,0.9288,sender velocity (30d),1.115,19117.12,False positive,Normal_Plus_Mutual
7427,8755356,0.9288,sender velocity (30d),1.991,2250.32,False positive,Normal_Group
7428,7149838,0.9288,beneficiary payment count (7d),1.738,5805.89,False positive,Normal_Plus_Mutual
7429,8788435,0.9288,sender velocity (30d),1.742,7223.62,False positive,Normal_Mutual
7430,8560558,0.9288,beneficiary payment count (7d),1.643,6538.64,False positive,Normal_Plus_Mutual
7431,9107787,0.9288,sender velocity (30d),1.658,2529.82,False positive,Normal_Plus_Mutual
7432,8866901,0.9288,sender velocity (30d),1.595,16004.88,False positive,Normal_Plus_Mutual
7433,8853187,0.9287,sender velocity (30d),1.823,24704.95,False positive,Normal_Plus_Mutual
7434,7267465,0.9287,beneficiary payment count (7d),1.615,16017.57,False positive,Normal_Plus_Mutual
7435,7609798,0.9287,sender velocity (30d),1.634,36090.53,False positive,Normal_Plus_Mutual
7436,7321583,0.9287,sender fan-out (30d),2.534,13537.45,True positive,Layered_Fan_In
7437,8366336,0.9287,beneficiary payment count (7d),1.21,6767.81,False positive,Normal_Small_Fan_Out
7438,7935064,0.9287,sender velocity (30d),1.475,4175.15,False positive,Normal_Plus_Mutual
7439,7383986,0.9287,sender velocity (30d),1.324,7856.5,False positive,Normal_Plus_Mutual
7440,7385702,0.9287,sender velocity (30d),1.325,7354.17,False positive,Normal_Plus_Mutual
7441,9362105,0.9287,sender velocity (30d),1.316,7724.76,False positive,Normal_Plus_Mutual
7442,7883232,0.9287,sender velocity (30d),1.585,6055.3,False positive,Normal_Plus_Mutual
7443,8167857,0.9286,beneficiary payment count (7d),1.858,26383.42,False positive,Normal_Mutual
7444,7158198,0.9286,beneficiary payment count (7d),1.707,5802.87,False positive,Normal_Plus_Mutual
7445,8629461,0.9286,sender velocity (30d),1.59,38354.26,False positive,Normal_Mutual
7446,9235697,0.9286,sender velocity (30d),1.494,3012.68,False positive,Normal_Plus_Mutual
7447,8960658,0.9286,beneficiary payment count (7d),2.003,2202.98,False positive,Normal_Group
7448,9355396,0.9286,sender velocity (30d),1.654,7348.5,False positive,Normal_Plus_Mutual
7449,8852045,0.9286,sender velocity (30d),1.656,7040.59,False positive,Normal_Plus_Mutual
7450,8885131,0.9286,sender velocity (30d),1.321,11637.0,False positive,Normal_Mutual
7451,9016196,0.9286,sender velocity (30d),1.115,22421.05,False positive,Normal_Plus_Mutual
7452,8385730,0.9285,sender velocity (30d),1.77,5084.71,False positive,Normal_Plus_Mutual
7453,9357205,0.9285,sender velocity (30d),1.759,4256.29,False positive,Normal_Plus_Mutual
7454,9391923,0.9285,sender velocity (30d),1.32,7086.82,False positive,Normal_Plus_Mutual
7455,7532942,0.9285,sender velocity (30d),1.314,7062.35,False positive,Normal_Plus_Mutual
7456,8077186,0.9285,sender velocity (30d),1.599,4251.72,False positive,Normal_Plus_Mutual
7457,7935799,0.9285,sender velocity (30d),1.562,12150.8,False positive,Normal_Mutual
7458,7713872,0.9285,sender fan-out (30d),2.688,5795.95,False positive,Normal_Foward
7459,8046331,0.9285,beneficiary payment count (7d),1.994,33241.17,False positive,Normal_Mutual
7460,8806121,0.9285,sender velocity (30d),1.315,42510.65,False positive,Normal_Mutual
7461,8220030,0.9285,sender velocity (30d),1.095,7683.9,False positive,Normal_Foward
7462,9142331,0.9284,sender velocity (30d),1.615,55208.69,False positive,Normal_Mutual
7463,8765419,0.9284,sender velocity (30d),1.459,7945.4,False positive,Normal_Periodical
7464,8263142,0.9284,beneficiary payment count (7d),1.617,3985.05,False positive,Normal_Plus_Mutual
7465,8917659,0.9284,sender velocity (30d),1.607,2312.34,False positive,Normal_Plus_Mutual
7466,8679360,0.9284,beneficiary payment count (7d),1.698,9110.37,False positive,Normal_Fan_In
7467,8880467,0.9284,beneficiary payment count (7d),1.854,9481.5,False positive,Normal_Fan_In
7468,9502556,0.9284,sender velocity (30d),1.368,9505.01,False positive,Normal_Plus_Mutual
7469,9473616,0.9284,sender velocity (30d),1.381,9806.66,False positive,Normal_Plus_Mutual
7470,9136513,0.9284,sender velocity (30d),1.879,3749.65,False positive,Normal_Group
7471,8295619,0.9283,sender velocity (30d),1.762,37869.5,False positive,Normal_Mutual
7472,7663757,0.9283,sender velocity (30d),1.428,16925.54,False positive,Normal_Mutual
7473,7584389,0.9283,sender fan-out (30d),0.996,5872.05,False positive,Normal_Cash_Deposits
7474,8387217,0.9283,beneficiary payment count (7d),1.679,11444.93,False positive,Normal_Plus_Mutual
7475,9382864,0.9283,beneficiary payment count (7d),1.623,16555.13,False positive,Normal_Plus_Mutual
7476,7856863,0.9283,sender velocity (30d),1.652,4959.77,False positive,Normal_Plus_Mutual
7477,9225695,0.9283,sender velocity (30d),1.24,8745.68,False positive,Normal_Plus_Mutual
7478,7787802,0.9283,sender fan-out (30d),2.63,55577.12,False positive,Normal_Mutual
7479,8392830,0.9283,sender fan-out (30d),2.48,14226.04,False positive,Normal_Plus_Mutual
7480,7725971,0.9283,sender fan-out (30d),2.759,72096.24,False positive,Normal_Mutual
7481,9262023,0.9282,sender fan-out (30d),2.586,3774.42,False positive,Normal_Periodical
7482,9094426,0.9282,sender fan-out (30d),1.203,10017.73,False positive,Normal_Small_Fan_Out
7483,9197674,0.9282,sender velocity (30d),1.297,72880.17,False positive,Normal_Mutual
7484,7177122,0.9282,sender velocity (30d),1.625,7457.63,False positive,Normal_Plus_Mutual
7485,7688659,0.9282,beneficiary payment count (7d),1.696,6991.76,False positive,Normal_Plus_Mutual
7486,8956384,0.9282,sender velocity (30d),1.665,45252.13,False positive,Normal_Mutual
7487,7711696,0.9282,sender velocity (30d),1.332,565564.16,False positive,Normal_single_large
7488,8936407,0.9282,beneficiary payment count (7d),1.669,2931.5,False positive,Normal_Plus_Mutual
7489,9388869,0.9282,sender velocity (30d),1.702,7015.45,False positive,Normal_Plus_Mutual
7490,7841381,0.9282,sender fan-out (30d),2.691,6599.58,False positive,Normal_Mutual
7491,9382840,0.9282,beneficiary payment count (7d),1.256,16836.85,False positive,Normal_Small_Fan_Out
7492,9450994,0.9282,sender velocity (30d),1.533,13514.63,False positive,Normal_Plus_Mutual
7493,9071700,0.9281,"sub-7,000 density (30d)",0.912,1913.86,False positive,Normal_Cash_Deposits
7494,7381727,0.9281,beneficiary payment count (7d),1.639,7100.21,True positive,Gather-Scatter
7495,7972452,0.9281,sender fan-out (30d),1.844,137620.64,False positive,Normal_single_large
7496,8525154,0.9281,sender velocity (30d),1.686,27551.36,False positive,Normal_Mutual
7497,9434683,0.9281,sender velocity (30d),1.438,73787.26,False positive,Normal_Mutual
7498,8237672,0.9281,sender velocity (30d),1.517,13481.88,False positive,Normal_Plus_Mutual
7499,9361132,0.9281,sender velocity (30d),1.688,10794.99,False positive,Normal_Mutual
7500,9078853,0.9281,beneficiary payment count (7d),1.622,6826.59,False positive,Normal_Plus_Mutual
7501,8880834,0.9281,beneficiary payment count (7d),1.771,5133.59,False positive,Normal_Plus_Mutual
7502,7640178,0.928,sender velocity (30d),1.711,10080.44,False positive,Normal_Mutual
7503,8774875,0.928,sender velocity (30d),1.651,16981.21,False positive,Normal_Mutual
7504,8240682,0.928,sender fan-out (30d),1.909,6039.18,False positive,Normal_Fan_Out
7505,7704831,0.928,beneficiary payment count (7d),1.612,4545.03,False positive,Normal_Plus_Mutual
7506,7254396,0.928,sender fan-out (30d),2.519,5409.81,False positive,Normal_Fan_Out
7507,7106129,0.928,sender velocity (30d),1.552,4361.99,False positive,Normal_Plus_Mutual
7508,8560764,0.928,beneficiary payment count (7d),1.658,8732.67,False positive,Normal_Plus_Mutual
7509,7094816,0.9279,sender velocity (30d),1.75,4874.45,False positive,Normal_Plus_Mutual
7510,7599188,0.9279,sender velocity (30d),1.883,3252.04,False positive,Normal_Group
7511,8403601,0.9279,sender velocity (30d),1.76,6657.66,False positive,Normal_Group
7512,8416957,0.9279,sender fan-out (30d),2.082,211031.02,False positive,Normal_single_large
7513,7159787,0.9279,sender velocity (30d),1.261,6136.55,False positive,Normal_Fan_Out
7514,8521848,0.9279,beneficiary payment count (7d),2.371,43605.45,False positive,Normal_Mutual
7515,8043738,0.9279,beneficiary payment count (7d),2.131,13324.92,False positive,Normal_Group
7516,8333715,0.9278,sender velocity (30d),1.762,4990.46,False positive,Normal_Plus_Mutual
7517,8376483,0.9278,sender fan-out (30d),1.019,168.15,False positive,Normal_Cash_Withdrawal
7518,9457414,0.9278,sender velocity (30d),1.519,36393.3,False positive,Normal_Plus_Mutual
7519,8305861,0.9278,beneficiary payment count (7d),1.846,4953.54,False positive,Normal_Group
7520,7205328,0.9278,sender velocity (30d),1.647,4066.84,False positive,Normal_Plus_Mutual
7521,7554363,0.9278,sender velocity (30d),1.278,2755.91,False positive,Normal_Plus_Mutual
7522,7629552,0.9278,beneficiary payment count (7d),1.225,20425.03,False positive,Normal_Small_Fan_Out
7523,8876849,0.9278,sender fan-out (30d),2.429,10168.2,False positive,Normal_Fan_Out
7524,9326253,0.9278,sender velocity (30d),1.345,7198.1,False positive,Normal_Plus_Mutual
7525,8303572,0.9278,sender velocity (30d),1.349,7321.16,False positive,Normal_Plus_Mutual
7526,9152232,0.9278,sender velocity (30d),1.347,7967.25,False positive,Normal_Plus_Mutual
7527,9289225,0.9278,sender velocity (30d),1.62,46085.87,False positive,Normal_Plus_Mutual
7528,9094112,0.9278,beneficiary payment count (7d),1.735,4470.33,False positive,Normal_Plus_Mutual
7529,8039647,0.9278,beneficiary payment count (7d),1.671,32389.9,False positive,Normal_Mutual
7530,9266523,0.9278,sender velocity (30d),1.681,17363.7,False positive,Normal_Plus_Mutual
7531,9055192,0.9277,sender velocity (30d),1.269,982267.97,False positive,Normal_single_large
7532,8116450,0.9277,beneficiary payment count (7d),1.894,2118.35,True positive,Behavioural_Change_2
7533,7719743,0.9277,beneficiary payment count (7d),1.659,12155.72,False positive,Normal_Plus_Mutual
7534,8857110,0.9277,sender velocity (30d),1.683,5539.83,False positive,Normal_Plus_Mutual
7535,7794358,0.9277,sender fan-out (30d),1.831,5062.0,False positive,Normal_Periodical
7536,7492128,0.9277,sender velocity (30d),1.709,2665.85,False positive,Normal_Plus_Mutual
7537,7662162,0.9277,beneficiary payment count (7d),1.646,4054.99,False positive,Normal_Plus_Mutual
7538,7870041,0.9277,"sub-7,000 density (30d)",0.908,3596.89,False positive,Normal_Cash_Deposits
7539,7526109,0.9276,sender velocity (30d),1.345,7734.08,False positive,Normal_Plus_Mutual
7540,9035528,0.9276,sender velocity (30d),1.623,7812.13,False positive,Normal_Plus_Mutual
7541,9258087,0.9276,sender velocity (30d),1.554,12967.16,False positive,Normal_Plus_Mutual
7542,7734728,0.9276,sender fan-out (30d),1.92,5055.17,True positive,Layered_Fan_In
7543,8862873,0.9276,sender velocity (30d),1.207,4861.6,False positive,Normal_Plus_Mutual
7544,8014131,0.9276,sender velocity (30d),1.605,4580.72,False positive,Normal_Plus_Mutual
7545,9125592,0.9276,sender velocity (30d),1.272,13131.68,False positive,Normal_Mutual
7546,8570516,0.9276,sender velocity (30d),1.354,5511.08,False positive,Normal_Mutual
7547,7273900,0.9276,sender velocity (30d),1.441,58592.84,False positive,Normal_Mutual
7548,9059047,0.9275,beneficiary payment count (7d),1.989,28660.01,False positive,Normal_Plus_Mutual
7549,7949642,0.9275,sender velocity (30d),1.319,10887.93,False positive,Normal_Periodical
7550,8324628,0.9275,sender fan-out (30d),2.009,341277.04,False positive,Normal_single_large
7551,7332396,0.9275,sender velocity (30d),1.771,8811.26,False positive,Normal_Mutual
7552,7823804,0.9275,beneficiary payment count (7d),1.648,43477.38,False positive,Normal_Plus_Mutual
7553,8178350,0.9274,sender velocity (30d),1.722,5927.09,False positive,Normal_Plus_Mutual
7554,9344906,0.9274,sender velocity (30d),1.84,13049.61,True positive,Layered_Fan_In
7555,9246687,0.9274,sender velocity (30d),1.151,16152.96,False positive,Normal_Plus_Mutual
7556,7971715,0.9274,sender velocity (30d),1.153,17649.44,False positive,Normal_Plus_Mutual
7557,8444158,0.9274,sender velocity (30d),1.641,13167.91,False positive,Normal_Mutual
7558,9000745,0.9274,sender velocity (30d),1.772,4467.91,False positive,Normal_Plus_Mutual
7559,9380005,0.9274,beneficiary payment count (7d),2.095,80014.02,False positive,Normal_Mutual
7560,8406233,0.9274,sender fan-out (30d),2.706,42890.48,False positive,Normal_Mutual
7561,8486200,0.9274,sender velocity (30d),1.289,4431.93,False positive,Normal_Plus_Mutual
7562,8072583,0.9274,sender velocity (30d),1.29,4244.39,False positive,Normal_Plus_Mutual
7563,7217854,0.9274,beneficiary payment count (7d),1.757,15665.55,False positive,Normal_Mutual
7564,9221295,0.9274,sender velocity (30d),1.33,6553.54,False positive,Normal_Plus_Mutual
7565,8903607,0.9274,sender fan-out (30d),1.36,52451.09,False positive,Normal_Mutual
7566,8581327,0.9274,sender velocity (30d),1.653,5271.37,False positive,Normal_Plus_Mutual
7567,7070678,0.9273,beneficiary payment count (7d),1.591,15003.98,False positive,Normal_Plus_Mutual
7568,7169221,0.9273,sender velocity (30d),1.722,4040.0,False positive,Normal_Plus_Mutual
7569,8657766,0.9273,beneficiary payment count (7d),1.677,18235.75,False positive,Normal_Group
7570,7415897,0.9273,sender velocity (30d),1.31,7178.39,False positive,Normal_Foward
7571,9332996,0.9273,beneficiary payment count (7d),1.294,20952.57,False positive,Normal_Small_Fan_Out
7572,8649711,0.9273,beneficiary payment count (7d),1.442,29840.4,False positive,Normal_Small_Fan_Out
7573,8021806,0.9273,sender velocity (30d),1.632,6868.8,False positive,Normal_Plus_Mutual
7574,7303302,0.9273,sender velocity (30d),1.607,4693.97,False positive,Normal_Plus_Mutual
7575,7311718,0.9273,sender velocity (30d),1.445,4369.9,False positive,Normal_Plus_Mutual
7576,7580847,0.9273,beneficiary payment count (7d),2.177,2966.17,False positive,Normal_Group
7577,8725719,0.9273,sender velocity (30d),1.304,5780.63,False positive,Normal_Plus_Mutual
7578,9460787,0.9273,sender velocity (30d),1.304,6405.04,False positive,Normal_Plus_Mutual
7579,9489417,0.9273,beneficiary payment count (7d),1.647,2624.54,False positive,Normal_Plus_Mutual
7580,8805064,0.9273,sender velocity (30d),1.679,36963.35,False positive,Normal_Plus_Mutual
7581,7887792,0.9273,beneficiary payment count (7d),1.476,1396.05,False positive,Normal_Group
7582,8902690,0.9272,sender velocity (30d),1.761,3153.45,False positive,Normal_Plus_Mutual
7583,7469711,0.9272,sender fan-out (30d),1.431,9956.06,False positive,Normal_Small_Fan_Out
7584,7544658,0.9272,sender velocity (30d),1.009,13296.9,False positive,Normal_Plus_Mutual
7585,8466576,0.9272,beneficiary payment count (7d),1.81,6908.75,False positive,Normal_Plus_Mutual
